learner,opponent,seed,learner_seat,result,winner_seat,decisions,latency_ms,memory_mb,failure,engine_seed_controlled,diagnostics_json
our_dragapult_munkidori_g1,roman_recent_885,21400720,1,loss,0,149,6231.583,,,False,"[{},{""model_actions"":79,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.4087628424167633,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_lopunny_froslass_g1,official_random,20280719,1,win,1,37,2072.932,,,False,"[{},{""model_actions"":26,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.7856257557868958,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""}]"
our_dragapult_munkidori_g1,beam_search_940,21370719,0,loss,1,207,3825.82,,,False,"[{""model_actions"":134,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8862666487693787,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""},{}]"
our_dragapult_munkidori_g1,parent_lopunny_g0,21260720,0,loss,1,221,2672.588,,,False,"[{""model_actions"":104,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.313230961561203,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""},{""model_actions"":117,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""ec9f85acd51ac2c8f2e0b3b7977dc33e818d3dde72e234ece85bc1ef9b2fe101"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.7619336843490601,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0""}]"
our_dragapult_munkidori_g1,lucario_sample,21340720,1,win,1,170,2479.513,,,False,"[{},{""model_actions"":88,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.7668372392654419,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_dragapult_munkidori_g1,alakazam_5th,21290720,0,win,0,207,2462.612,,,False,"[{""model_actions"":125,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""},{}]"
our_dragapult_munkidori_g1,parent_dragapult_g0,21270720,0,win,0,309,3009.607,,,False,"[{""model_actions"":129,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.6490882039070129,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""},{""model_actions"":180,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g0/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""cf9631897196c825dd535ac91c73abf0fbef0f3dda812fbb7193629acf65527f"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g0""}]"
our_lopunny_froslass_g1,simple_matchup,20390719,0,loss,1,131,3259.407,,,False,"[{""model_actions"":72,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8677120804786682,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""},{}]"
our_dragapult_munkidori_g1,grim_hybrid_909,21380719,1,loss,0,212,3451.576,,,False,"[{},{""model_actions"":140,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8412878513336182,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_lopunny_froslass_g1,archaludon,20300719,0,loss,1,169,3509.731,,,False,"[{""model_actions"":94,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8622545599937439,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""},{}]"
our_lopunny_froslass_g1,parent_lopunny_g0,20260720,1,win,1,144,3406.177,,,False,"[{""model_actions"":62,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""ec9f85acd51ac2c8f2e0b3b7977dc33e818d3dde72e234ece85bc1ef9b2fe101"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.5053814053535461,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0""},{""model_actions"":82,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8615132570266724,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""}]"
our_lopunny_froslass_g1,iono,20330720,0,loss,1,242,4020.907,,,False,"[{""model_actions"":108,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.8182739019393921,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""},{}]"
our_lopunny_froslass_g1,official_random,20280719,0,win,0,45,2682.722,,,False,"[{""model_actions"":38,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.7840583324432373,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""},{}]"
our_dragapult_munkidori_g1,archaludon,21300719,0,loss,1,153,2596.131,,,False,"[{""model_actions"":95,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""},{}]"
our_dragapult_munkidori_g1,grim_hybrid_909,21380720,1,loss,0,135,3758.587,,,False,"[{},{""model_actions"":74,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_dragapult_munkidori_g1,alakazam_5th,21290719,1,win,1,208,3473.495,,,False,"[{},{""model_actions"":140,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_dragapult_munkidori_g1,beam_search_940,21370719,1,win,1,182,2644.712,,,False,"[{},{""model_actions"":111,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_lopunny_froslass_g1,parent_lopunny_g0,20260719,1,loss,0,233,2584.233,,,False,"[{""model_actions"":120,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""ec9f85acd51ac2c8f2e0b3b7977dc33e818d3dde72e234ece85bc1ef9b2fe101"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.7939611673355103,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g0""},{""model_actions"":113,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.32902389764785767,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""}]"
our_dragapult_munkidori_g1,roman_recent_885,21400719,1,loss,0,234,10911.258,,,False,"[{},{""model_actions"":125,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""8ce5cd8c0fd63ae46a31fd6e0981a252874789d9a3626563c779e95ef6884bf7"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":0.40607336163520813,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/dragapult_munkidori_g1""}]"
our_lopunny_froslass_g1,simple_matchup,20390720,0,loss,1,125,2730.559,,,False,"[{""model_actions"":46,""fallback_actions"":0,""load_errors"":0,""inference_errors"":0,""illegal_model_actions"":0,""low_confidence_actions"":0,""illegal_fallback_actions"":0,""emergency_legal_actions"":0,""checkpoint"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1/checkpoint.pt"",""checkpoint_exists"":true,""checkpoint_sha256"":""f74ff7dab2544b853ae087e867893ba8a49f3b018e2c2e691ea118d6dbf0b0ca"",""history_enabled"":false,""history_tokens"":0,""structured"":true,""deck_cards"":60,""confidence_threshold"":0.0,""last_confidence"":1.0,""package_root"":""/homes/lzhang/pocketmon/results/our_agents_2026-08-06/lopunny_froslass_g1""},{}]"
